Protein	WT-0-1	WT-0-2	WT-0-3	WT-0.5-1	WT-0.5-2	WT-0.5-3	WT-1-1	WT-1-2	WT-1-3	WT-3-1	WT-3-2	WT-3-3	WT-6-1	WT-6-2	WT-6-3	WT-12-1	WT-12-2	WT-12-3	WT-15-1	WT-15-2	WT-15-3	WT-18-1	WT-18-2	WT-18-3	3A-0-1	3A-0-2	3A-0-3	3A-0.5-1	3A-0.5-2	3A-0.5-3	3A-1-1	3A-1-2	3A-1-3	3A-3-1	3A-3-2	3A-3-3	3A-6-1	3A-6-2	3A-6-3	3A-12-1	3A-12-2	3A-12-3	3A-15-1	3A-15-2	3A-15-3	3A-18-1	3A-18-2	3A-18-3	3Amk-0-1	3Amk-0-2	3Amk-0-3	3Amk-0.5-1	3Amk-0.5-2	3Amk-0.5-3	3Amk-1-1	3Amk-1-2	3Amk-1-3	3Amk-3-1	3Amk-3-2	3Amk-3-3	3Amk-6-1	3Amk-6-2	3Amk-6-3	3Amk-12-1	3Amk-12-2	3Amk-12-3	3Amk-15-1	3Amk-15-2	3Amk-15-3	3Amk-18-1	3Amk-18-2	3Amk-18-3
guaB	23.651	23.298	25.547	29.042	22.986	20.543	23.529	22.941	24.05	19.477	18.443	19.635	19.175	17.72	21.585	14.712	13.843	15.836	16.082	13.637	19.228	15.383	13.704	12.181	16.954	15.544	16.418	18.766	18.214	21.842	16.852	22.136	19.664	15.699	14.881	19.576	8.2006	7.1964	8.6001	3.9876	4.8128	4.8586	3.9728	1.0949	4.2207	4.7049	3.2006	2.0109	13.93	16.887	17.52	19.431	19.445	18.266	21.03	16.825	15.476	19.611	18.42	20.781	19.493	15.814	18.289	12.196	12.725	15.119	5.0612	7.836	5.7803	16.476	15.665	15.947
gyrA	6.307	8.2672	4.5083	2.0744	5.2241	4.1087	4.092	3.2774	3.2795	6.2327	9.2214	7.8539	0	2.215	2.2721	1.9616	0	2.1115	2.1443	2.0981	3.036	5.7687	3.1624	1.0151	1.0597	0.74021	3.2836	1.1729	1.0714	0	0	1.1068	1.0925	1.0466	2.9762	3.9153	2.0501	3.0842	1.075	0	0.96256	0	0.99321	0	2.1103	2.8229	0	1.0054	4.6433	3.3774	4.38	3.2386	2.2877	3.0443	4.206	2.9691	2.9017	4.358	1.228	5.1953	0.97464	2.1086	1.1431	1.8763	0.97882	1.7787	3.0367	2.9385	0.96338	2.746	0	1.7718
gyrB	14.979	12.777	11.271	14.521	11.493	8.2173	9.207	8.7396	7.6522	8.5699	9.2214	10.21	5.9922	7.7526	5.6802	3.9232	4.6143	5.2786	6.4329	2.0981	5.06	4.8073	4.2165	2.0302	9.5369	8.1423	9.8509	4.6914	7.4999	5.4604	7.8644	5.5341	5.4623	5.2331	5.9524	8.8093	8.2006	6.1683	8.6001	0.99691	1.9251	2.9151	1.9864	1.0949	2.1103	2.8229	1.0669	2.0109	4.6433	6.7548	6.57	7.5566	5.7192	8.1182	4.206	8.9072	7.7379	8.716	8.5961	9.3515	6.8225	7.3801	6.8583	3.7526	1.9576	4.4468	3.0367	3.918	1.9268	1.8306	2.9372	2.6578
hchA	2.3651	1.5031	0.75139	1.0372	0	0	0	1.0925	1.0932	3.8954	4.6107	5.4977	5.9922	6.6451	6.8162	5.8848	5.7679	6.3344	9.6493	8.3922	7.0841	8.6531	6.3248	7.1057	2.1193	3.701	2.4627	0	0	0	0	0	0	0	0.99207	0.97882	2.0501	1.0281	0	5.9815	5.7754	5.8303	5.9593	6.5695	6.331	5.6459	5.3343	6.0326	1.1608	2.2516	1.095	0	0	1.0148	1.0515	0.98969	2.9017	2.179	1.228	2.0781	4.8732	3.1629	2.2861	3.7526	1.9576	2.6681	6.0735	5.877	5.7803	5.4919	5.8744	5.3155
hdeA	0	0	0	0	0	0	0	0	0	6.2327	6.916	4.7123	4.7938	2.215	4.5441	7.8464	3.4608	8.4458	7.505	9.4413	8.0961	6.7302	8.4331	6.0906	0	0	0	0	0	0	0	0	0	0	0	0.97882	0	0	0	4.9845	3.8502	5.8303	7.9457	7.6644	8.4413	6.5869	4.2674	8.0434	0	0	0	0	0	0	0	0	0.96724	0	0	0	1.9493	2.1086	0	3.7526	4.8941	5.3362	6.0735	7.836	6.7437	7.3226	7.8325	6.2015
hdeB	3.1535	4.5094	4.5083	5.1861	3.1345	4.1087	4.092	6.5547	5.4659	6.2327	6.1476	5.4977	5.9922	5.5376	9.0883	7.8464	9.2287	7.3901	8.5771	8.3922	7.0841	7.6916	8.4331	8.1207	6.3579	4.4412	4.9255	4.6914	3.2142	4.3683	2.247	2.2136	2.1849	3.1399	2.9762	2.9364	5.1253	7.1964	6.4501	6.9784	8.663	7.7737	8.9389	8.7593	8.4413	7.5278	8.5349	8.0434	3.4825	3.3774	3.285	4.3181	4.5754	4.0591	4.206	5.9382	4.8362	4.358	4.912	5.1953	6.8225	6.3258	6.8583	7.5051	7.8305	6.2255	7.0857	8.8155	6.7437	9.1532	6.8534	7.0874
hdeD										0	0.76845	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0						
hemB										0.77909	1.5369	0.78539	0	0	0	0	0	1.0557	0	0	2.024	0	0	0										0	0	0	0	0	0	0.99691	0	0	0	0	0	0.94098	0	0										0	0	0	0	0	0	0.93814	0.97882	0	1.0122	0	0	0.91532	0	0
hemL	2.3651	2.2547	1.5028	1.0372	0	2.0543	2.046	1.0925	2.1864	2.3373	2.3053	2.3562	1.1984	1.1075	1.136	0	1.1536	0	1.0721	1.049	1.012	0	0	0	1.0597	0.74021	2.4627	0	0	1.0921	0	0	0	1.0466	1.9841	0.97882	1.0251	1.0281	1.075	0.99691	0.96256	0.97171	0.99321	0	1.0552	0.94098	0	1.0054	1.1608	0	2.19	1.0795	0	0	0	0.98969	0.96724	1.0895	1.228	1.0391	0.97464	0	1.1431	0	0	0.88936	1.0122	0	0.96338	0	0.97906	0.88592
hemX	0	1.5031	0	0	0	0	0	0	0	1.5582	1.5369	1.5708	0	0	1.136	1.9616	1.1536	1.0557	1.0721	1.049	3.036	0.96145	1.0541	1.0151	0	1.4804	0	0	0	0	0	0	0	2.0932	0.99207	0.97882	0	0	0	2.9907	0.96256	1.9434	1.9864	0	1.0552	0.94098	2.1337	0	0	0	0	0	0	0	0	0	0	2.179	2.456	2.0781	0.97464	1.0543	1.1431	0.93814	0.97882	1.7787	1.0122	1.959	0	1.8306	0.97906	1.7718
hepA	3.9419	4.5094	3.7569	3.1117	1.0448	1.0272	1.023	2.1849	1.0932	3.8954	3.0738	3.9269	3.5953	4.4301	3.4081	2.9424	3.4608	2.1115	3.2164	1.049	4.048	2.8844	2.1083	3.0453	3.179	0	0	0	2.1428	2.1842	0	0	1.0925	2.0932	0.99207	1.9576	1.0251	2.0561	2.15	1.9938	1.9251	0.97171	0.99321	2.1898	2.1103	0.94098	2.1337	2.0109	3.4825	2.2516	3.285	2.159	2.2877	0	0	0.98969	0.96724	2.179	2.456	1.0391	0.97464	1.0543	2.2861	1.8763	1.9576	1.7787	1.0122	1.959	0	0.91532	0.97906	0.88592
hflC	0	0	0.75139	0	0	0	1.023	1.0925	0	0	0.76845	0	0	1.1075	1.136	0	1.1536	0	1.0721	0	0	0	0	0	0	2.2206	1.6418	1.1729	1.0714	1.0921	0	3.3204	1.0925	1.0466	1.9841	0.97882	2.0501	1.0281	1.075	0.99691	0	0.97171	0.99321	0	1.0552	1.882	0	1.0054	0	0	0	0	0	0	2.103	0.98969	1.9345	2.179	2.456	3.1172	2.9239	1.0543	2.2861	0	0	0.88936	1.0122	0.9795	0.96338	0	0.97906	0
hflK	2.3651	1.5031	2.2542	0	1.0448	1.0272	1.023	1.0925	0	1.5582	4.6107	4.7123	0	1.1075	0	0.98079	0	0	1.0721	2.0981	3.036	0.96145	1.0541	2.0302	4.2386	3.701	4.1045	1.1729	1.0714	0	0	1.1068	2.1849	5.2331	3.9683	5.8729	3.0752	2.0561	0	1.9938	1.9251	1.9434	0.99321	0	2.1103	0.94098	0	1.0054	1.1608	1.1258	1.095	1.0795	0	1.0148	0	0	4.8362	7.6265	0	3.1172	2.9239	4.2172	5.7153	0.93814	2.9364	2.6681	1.0122	0.9795	1.9268	1.8306	0	1.7718
hflX	0.78838	0	0.75139	0	0	0	0	0	1.0932	0.77909	0.76845	0.78539	1.1984	1.1075	1.136	0.98079	0	0	0	0	0	0	0	0	0	0.74021	0.82091	0	0	0	0	0	0	0	0	0	1.0251	0	0	0	0	0	0	0	0	0.94098	0	0	0	0	0	0	0	0	0	0	0.96724	0	0	0	0	1.0543	0	0	0.97882	0	0	0	0	0.91532	0	0
hisB	0	0.75156	1.5028	0	0	0	0	0	0	1.5582	1.5369	1.5708	0	0	0	0	1.1536	1.0557	0	1.049	0	0	0	0	0	0.74021	0.82091	0	0	0	0	0	0	0	0.99207	0.97882	1.0251	1.0281	0	0	0.96256	0.97171	0.99321	0	2.1103	0.94098	1.0669	1.0054	0	0	1.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97882	0	0	0	0	0.91532	0	0.88592
hisC										0	0	0	0	1.1075	0	0	0	0	1.0721	0	0	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	1.0543	0	0	0	0	0	0.9795	0	0	0	0
hisD	0	0.75156	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	1.095	0	0	0	0	0	0										0	0	0	0	0	1.7718
hisG	1.5768	0.75156	0.75139	0	0	0	0	0	1.0932	0.77909	3.0738	3.1416	0	1.1075	0	0.98079	1.1536	0	0	1.049	2.024	0.96145	1.0541	1.0151	1.0597	0.74021	0	0	1.0714	2.1842	0	0	0	0	0	2.9364	3.0752	1.0281	0	0	1.9251	0	0.99321	0	0	0.94098	0	0	3.4825	3.3774	3.285	2.159	1.1438	2.0296	0	0	0	1.0895	0	1.0391	0.97464	0	0	0.93814	0.97882	0.88936	3.0367	1.959	0.96338	2.746	1.9581	3.5437
hisS	1.5768	2.2547	1.5028	2.0744	2.0896	2.0543	2.046	2.1849	2.1864	0.77909	0.76845	0.78539	0	0	0	0.98079	0	2.1115	1.0721	0	2.024	0.96145	0	0	2.1193	1.4804	1.6418	2.3457	1.0714	2.1842	2.247	2.2136	2.1849	2.0932	1.9841	1.9576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.095	2.159	2.2877	2.0296	2.103	1.9794	1.9345	2.179	0	2.0781	1.9493	2.1086	0	0	0.97882	1.7787	0	0	0	0	0	0
lpxD	4.7303	4.5094	4.5083	6.2233	6.2689	6.163	6.138	6.5547	6.5591	6.2327	3.8422	5.4977	7.1907	8.8602	6.8162	6.8656	8.0751	7.3901	7.505	7.3432	7.0841	6.7302	7.3789	8.1207	6.3579	4.4412	4.9255	7.0371	6.4285	6.5525	6.7409	6.6409	6.5547	6.2797	5.9524	5.8729	6.1504	6.1683	6.4501	6.9784	6.7379	6.802	4.966	5.4746	5.2758	6.5869	6.4012	7.038	6.965	6.7548	6.57	6.4771	6.863	6.0887	6.3091	5.9382	5.8034	6.537	7.3681	6.2344	5.8478	6.3258	6.8583	5.6288	7.8305	5.3362	7.0857	7.836	4.8169	6.4073	5.8744	7.0874
mvaA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6914	9.6427	12.013	14.605	11.068	7.6472	23.026	21.826	20.555	24.602	22.617	23.65	24.923	27.914	27.208	28.803	29.563	28.489	27.288	35.206	32.174	0	0	0	22.67	18.301	22.325	18.927	20.784	20.312	25.058	29.472	22.859	32.163	27.412	29.719	28.144	29.364	26.681	25.306	27.426	26.011	21.968	25.456	23.92
mvaS	0	0	0	0	0	0	0	0	0	0	0	0	2.3969	1.1075	0	0.98079	0	0	1.0721	0	0	0.96145	0	0	0	0	0	8.21	13.928	7.6446	11.235	15.495	16.387	18.839	23.81	24.47	26.652	28.786	31.176	28.91	29.839	30.123	30.789	36.132	27.434	32.934	34.14	33.179	0	0	0	19.431	20.589	14.207	24.185	23.753	22.247	29.416	34.384	29.094	28.265	30.575	30.863	23.454	28.386	25.792	27.331	26.447	28.901	24.714	29.372	24.806
hns	7.8838	10.522	9.0167	9.335	9.4034	11.299	14.322	14.202	12.025	10.128	11.527	10.21	15.58	12.183	13.632	12.75	11.536	12.669	15.01	12.588	14.168	15.383	15.812	15.226	13.776	8.8825	11.493	11.729	15	9.8288	15.729	13.282	10.925	15.699	10.913	13.703	10.251	9.2525	10.75	13.957	14.438	14.576	13.905	16.424	15.827	17.879	18.137	18.098	9.2866	11.258	8.76	8.6361	13.726	10.148	11.567	12.866	14.509	11.984	12.28	17.664	11.696	13.706	10.288	12.196	12.725	9.783	12.147	12.734	15.414	14.645	12.728	15.061
hpt	3.1535	3.0062	3.0056	2.0744	3.1345	4.1087	3.069	3.2774	3.2795	3.1163	3.0738	3.1416	2.3969	1.1075	2.2721	2.9424	2.3072	3.1672	2.1443	1.049	3.036	0	0	0	0	2.2206	2.4627	0	1.0714	2.1842	2.247	3.3204	3.2774	2.0932	1.9841	1.9576	2.0501	2.0561	2.15	1.9938	0.96256	1.9434	0.99321	1.0949	2.1103	0	2.1337	0	1.1608	1.1258	2.19	0	0	2.0296	2.103	0	1.9345	1.0895	1.228	2.0781	1.9493	1.0543	2.2861	0.93814	2.9364	0.88936	2.0245	1.959	0	0.91532	0	1.7718
hslU	7.0954	4.5094	6.0111	3.1117	2.0896	4.1087	4.092	2.1849	1.0932	4.6745	5.3791	3.1416	3.5953	4.4301	5.6802	14.712	8.0751	9.5015	10.721	10.49	10.12	13.46	15.812	14.211	7.4176	8.8825	9.03	5.8643	6.4285	7.6446	5.6174	7.7477	6.5547	5.2331	5.9524	8.8093	6.1504	6.1683	7.5251	9.9691	7.7005	12.632	10.925	10.949	12.662	10.351	14.936	12.065	6.965	5.629	5.475	6.4771	5.7192	5.0739	10.515	7.9176	8.7052	7.6265	7.3681	6.2344	9.7464	8.4343	8.0014	8.4433	7.8305	7.1149	9.1102	8.8155	10.597	10.069	8.8116	11.517
hslV	1.5768	0.75156	2.2542	0	0	0	0	0	1.0932	2.3373	3.0738	2.3562	2.3969	2.215	1.136	3.9232	4.6143	4.2229	5.3607	4.1961	2.024	3.8458	2.1083	4.0604	2.1193	1.4804	0.82091	2.3457	3.2142	3.2763	3.3704	3.3204	3.2774	1.0466	2.9762	0.97882	3.0752	3.0842	3.2251	1.9938	1.9251	1.9434	1.9864	3.2847	2.1103	1.882	2.1337	2.0109	2.3217	2.2516	2.19	2.159	1.1438	1.0148	2.103	2.9691	3.869	2.179	4.912	2.0781	0	2.1086	2.2861	1.8763	3.9153	2.6681	2.0245	0.9795	0.96338	1.8306	0.97906	1.7718
htpG	14.979	16.534	17.282	12.447	16.717	12.326	12.276	10.925	9.8386	10.128	9.2214	10.21	9.5876	8.8602	7.9522	14.712	10.382	12.669	13.938	14.686	18.216	21.152	26.353	27.408	11.656	18.505	18.06	18.766	23.571	24.026	20.223	21.029	22.941	16.746	21.826	20.555	19.476	20.561	20.425	16.947	16.364	18.463	14.898	18.614	17.938	17.879	16.003	21.114	16.252	16.887	19.71	16.193	13.726	16.236	22.082	19.794	23.214	25.058	27.016	25.976	26.315	23.194	21.718	16.887	12.725	16.898	21.257	18.611	23.121	11.899	13.707	15.061
hupA	4.7303	4.5094	5.2597	7.2606	6.2689	7.1901	8.184	6.5547	7.6522	5.4536	6.1476	6.2831	4.7938	5.5376	7.9522	6.8656	8.0751	8.4458	6.4329	6.2942	6.0721	8.6531	8.4331	8.1207	7.4176	5.1814	5.7464	9.3828	6.4285	7.6446	7.8644	5.5341	6.5547	6.2797	7.9366	6.8517	7.1755	6.1683	5.3751	7.9753	8.663	8.7454	9.9321	9.8542	9.4965	9.4098	10.669	10.054	6.965	9.0064	7.665	7.5566	8.0069	9.133	5.2576	6.9279	6.7707	6.537	8.5961	6.2344	5.8478	7.3801	6.8583	7.5051	6.8517	6.2255	7.0857	6.8565	7.707	6.4073	6.8534	6.2015
hupB	3.1535	4.5094	4.5083	3.1117	5.2241	5.1358	4.092	4.3698	3.2795	3.1163	3.0738	5.4977	4.7938	4.4301	4.5441	5.8848	5.7679	4.2229	4.2886	5.2451	4.048	4.8073	5.2707	5.0755	3.179	4.4412	2.4627	2.3457	4.2857	4.3683	6.7409	3.3204	3.2774	4.1865	3.9683	5.8729	4.1003	4.1122	3.2251	4.9845	3.8502	3.8868	4.966	5.4746	5.2758	5.6459	4.2674	6.0326	6.965	4.5032	4.38	4.3181	4.5754	4.0591	2.103	3.9588	2.9017	4.358	6.14	4.1562	3.8986	4.2172	4.5722	4.6907	3.9153	4.4468	4.049	5.877	5.7803	3.6613	3.9162	4.4296
hyfG										0	0	0	0	0	0	0	0	1.0557																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0						
ibpA	0	0	0	0	0	0	0	0	0																0	0	0	2.3457	3.2142	2.1842	0	0	2.1849																0	0	0	0	0	0	0	0	0															
icd	12.614	11.273	11.271	18.67	16.717	17.462	19.437	17.479	21.864	19.477	16.906	15.708	23.969	22.15	19.313	21.577	23.072	23.226	22.515	22.03	19.228	19.229	21.083	21.317	18.014	13.324	13.955	22.284	18.214	21.842	25.84	22.136	20.757	26.166	24.802	21.534	26.652	26.729	29.025	24.923	24.064	25.265	23.837	25.183	28.489	22.584	25.605	30.163	11.608	10.132	12.045	20.511	18.301	19.281	18.927	20.784	18.378	22.879	24.56	23.898	17.544	21.086	25.147	21.577	24.47	21.345	24.294	19.59	20.231	20.137	24.477	25.692
ihfA	3.9419	4.5094	4.5083	4.1489	4.1793	3.0815	4.092	6.5547	4.3727	8.5699	9.9898	9.4247	4.7938	7.7526	6.8162	10.789	5.7679	10.557	10.721	11.539	11.132	10.576	11.595	8.1207	4.2386	3.701	4.9255	2.3457	4.2857	4.3683	3.3704	2.2136	3.2774	5.2331	5.9524	6.8517	8.2006	6.1683	7.5251	8.9722	7.7005	9.7171	10.925	12.044	12.662	10.351	9.6017	12.065	4.6433	5.629	4.38	3.2386	3.4315	3.0443	3.1545	4.9485	4.8362	5.4475	4.912	4.1562	2.9239	4.2172	6.8583	7.5051	4.8941	5.3362	8.098	6.8565	6.7437	6.4073	5.8744	7.9733
ihfB										0	0	0.78539	0	0	0	0.98079	0	3.1672	1.0721	2.0981	1.012	2.8844	2.1083	2.0302										0	0	0	0	0	0	0.99691	0.96256	0.97171	0.99321	1.0949	1.0552	0.94098	0	0										0	0	0	0	0	0	0	0	0	0	0	1.9268	0	0	0
ileS	4.7303	9.7703	10.519	9.335	7.3137	3.0815	9.207	7.6472	10.932	7.7909	9.2214	10.21	1.1984	4.4301	3.4081	1.9616	1.1536	3.1672	4.2886	2.0981	3.036	1.9229	1.0541	1.0151	3.179	5.9216	3.2836	0	0	1.0921	5.6174	5.5341	4.3698	9.4196	10.913	10.767	8.2006	7.1964	7.5251	1.9938	6.7379	3.8868	6.9525	2.1898	5.2758	5.6459	5.3343	4.0217	5.8041	5.629	3.285	4.3181	3.4315	3.0443	3.1545	5.9382	4.8362	8.716	7.3681	5.1953	7.7971	6.3258	3.4292	4.6907	6.8517	6.2255	3.0367	1.959	3.8535	3.6613	1.9581	3.5437
ilvB	0	0	0	0	0	0	0	0	0																3.179	1.4804	1.6418	1.1729	2.1428	1.0921	0	2.2136	1.0925																1.1608	0	1.095	0	0	0	0	0	0															
ilvC	17.344	13.528	17.282	4.1489	7.3137	6.163	4.092	4.3698	4.3727	13.244	13.064	11.781	10.786	11.075	7.9522	10.789	6.9215	10.557	13.938	15.735	17.204	12.499	12.65	15.226	18.014	28.128	23.806	17.593	22.5	16.381	10.111	14.389	9.8321	7.3263	7.9366	7.8305	3.0752	4.1122	5.3751	3.9876	4.8128	2.9151	4.966	3.2847	4.2207	3.7639	3.2006	4.0217	9.2866	13.51	15.33	4.3181	4.5754	6.0887	4.206	2.9691	4.8362	5.4475	2.456	4.1562	3.8986	3.1629	3.4292	2.8144	1.9576	3.5575	2.0245	1.959	0.96338	3.6613	3.9162	3.5437
ilvD																			0	0	0	0	0	0																			0	0	0	0.94098	0	0																			0	0	0	0	0	0
ilvE	0	0	0	0	0	0	0	0	0	0.77909	0.76845	0.78539	0	0	0	0	0	1.0557	2.1443	0	0	0	0	0	2.1193	0.74021	3.2836	0	0	0	0	0	1.0925	0	0	0	0	0	0	0.99691	1.9251	0.97171	1.9864	1.0949	1.0552	1.882	1.0669	0	0	0	1.095	0	0	0	0	0	0	0	0	1.0391	0	2.1086	0	0	0	0	0	0	0	0	0	0
ilvN	0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	1.1258	0	0	0	0	0	0	0															
imp	0	0.75156	0.75139	0	1.0448	1.0272	0	0	0																0	0.74021	0.82091	0	0	0	0	0	0																0	0	0	0	0	1.0148	0	0	0															
infA	0.78838	0.75156	1.5028	1.0372	2.0896	1.0272	1.023	1.0925	2.1864	0	0.76845	0.78539	0	0	0	0	0	0	0	0	0	0.96145	1.0541	1.0151	0	0.74021	0.82091	1.1729	2.1428	2.1842	0	1.1068	2.1849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0109	2.3217	2.2516	2.19	1.0795	2.2877	2.0296	1.0515	1.9794	1.9345	0	2.456	0	0	0	1.1431	0	0	0	0	0.9795	1.9268	1.8306	0	0.88592
infB	34.689	27.056	27.801	33.191	27.165	24.652	23.529	24.034	26.236	26.489	22.285	25.918	23.969	21.043	17.041	19.616	21.918	21.115	24.659	26.226	25.3	19.229	17.92	22.332	29.67	31.089	33.657	36.358	33.214	30.578	28.087	29.884	30.589	31.399	36.707	29.364	25.627	27.757	22.575	19.938	25.989	26.236	23.837	25.183	29.545	30.111	23.471	22.119	29.021	24.767	26.28	29.147	28.596	22.325	28.391	30.681	27.083	25.058	36.84	25.976	22.417	27.412	32.006	23.454	26.428	25.792	22.269	21.549	19.268	22.883	19.581	23.034
infC	6.307	7.5156	8.2653	8.2978	5.2241	4.1087	6.138	6.5547	6.5591	10.907	10.758	9.4247	7.1907	9.9677	7.9522	9.8079	8.0751	11.613	10.721	10.49	10.12	10.576	12.65	13.196	9.5369	5.9216	7.3882	7.0371	7.4999	7.6446	5.6174	8.8545	6.5547	10.466	7.9366	7.8305	8.2006	8.2244	8.6001	8.9722	11.551	8.7454	12.912	14.234	13.717	14.115	14.936	12.065	8.1258	5.629	7.665	7.5566	6.863	5.0739	7.3606	7.9176	9.6724	9.8055	8.5961	10.391	10.721	8.4343	10.288	9.3814	10.767	12.451	15.184	13.713	10.597	12.815	13.707	13.289
iscR	0.78838	3.0062	2.2542	4.1489	2.0896	3.0815	2.046	1.0925	1.0932	0	0	0	0	0	0	0	0	0							0	1.4804	1.6418	0	0	0	1.1235	1.1068	1.0925	0	0	0	0	0	0	0	0	0							3.4825	3.3774	3.285	0	0	0	0	0	0.96724	0	2.456	1.0391	0	0	0	0	0	0.88936						
iscS	3.9419	3.7578	4.5083	6.2233	3.1345	5.1358	8.184	7.6472	8.7454	4.6745	4.6107	5.4977	3.5953	5.5376	3.4081	3.9232	2.3072	4.2229	5.3607	5.2451	5.06	5.7687	3.1624	3.0453	6.3579	4.4412	4.9255	4.6914	5.3571	6.5525	7.8644	5.5341	5.4623	5.2331	5.9524	6.8517	2.0501	4.1122	4.3001	0.99691	0.96256	3.8868	1.9864	1.0949	3.1655	1.882	1.0669	0	5.8041	6.7548	6.57	8.6361	4.5754	5.0739	6.3091	6.9279	5.8034	7.6265	4.912	5.1953	8.7718	5.2715	8.0014	7.5051	6.8517	6.2255	6.0735	5.877	7.707	6.4073	5.8744	7.0874
iscU	3.1535	2.2547	1.5028	3.1117	4.1793	4.1087	4.092	3.2774	4.3727	0.77909	1.5369	0.78539	0	0	0	0	0	0	0	0	0	0	0	0	5.2983	2.2206	2.4627	3.5186	4.2857	4.3683	2.247	2.2136	4.3698	1.0466	1.9841	1.9576	0	0	0	0	0	0	0	0	0	0	0	0	3.4825	4.5032	4.38	4.3181	4.5754	1.0148	2.103	3.9588	3.869	4.358	4.912	4.1562	3.8986	3.1629	3.4292	0	1.9576	0	0	0.9795	0	0	0	0
ispB	1.5768	1.5031	0.75139	0	0	0	0	0	0	0	0	0	0	1.1075	0	0	0	0	0	0	0	0	0	0	0	0.74021	0	0	0	0	0	0	0	0	0	0	0	1.0281	0	0	0	0	0	0	0	0	0	0	0	0	1.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0122	0	0	0	0	0
ispG	0.78838	0	0	0	0	0	0	0	0																0	0.74021	0	0	0	0	0	0	0																2.3217	0	1.095	0	0	0	0	0	0															
ivy	0.78838	0	0.75139	0	0	0	0	0	0	1.5582	3.0738	3.1416	3.5953	2.215	2.2721	4.904	2.3072	4.2229	2.1443	4.1961	2.024	4.8073	5.2707	4.0604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93814	0	0	2.0245	3.918	2.8901	2.746	1.9581	3.5437
katE										10.128	14.6	16.493	13.183	16.613	11.36	15.693	8.0751	12.669	18.226	12.588	13.156	5.7687	12.65	13.196										0	0.99207	0.97882	5.1253	6.1683	5.3751	9.9691	8.663	8.7454	13.905	16.424	10.552	7.5278	6.4012	4.0217										0	0	0	0	2.1086	0	12.196	10.767	11.562	18.22	17.631	10.597	21.052	21.539	16.833
katG	2.3651	2.2547	2.2542	1.0372	2.0896	1.0272	0	1.0925	0	2.3373	1.5369	3.1416	0	0	0	0	0	0	0	0	0	0	0	1.0151	3.179	5.9216	6.5673	2.3457	3.2142	2.1842	0	1.1068	0	1.0466	0.99207	1.9576	0	1.0281	1.075	0	0	0	0	0	0	0.94098	0	1.0054	1.1608	4.5032	6.57	1.0795	0	3.0443	1.0515	0.98969	0.96724	2.179	0	1.0391	0.97464	2.1086	1.1431	0	0	0	1.0122	0	0	0.91532	0	0
kbl	3.1535	3.7578	3.7569	2.0744	2.0896	1.0272	4.092	3.2774	0	4.6745	3.8422	3.1416	0	0	0	0.98079	0	0	0	0	0	0.96145	1.0541	1.0151	4.2386	2.9608	4.1045	1.1729	1.0714	2.1842	2.247	2.2136	2.1849	1.0466	2.9762	1.9576	1.0251	0	0	0	0	0	0	0	0	0.94098	0	1.0054	4.6433	5.629	4.38	3.2386	3.4315	3.0443	1.0515	3.9588	4.8362	2.179	1.228	1.0391	0.97464	0	0	0	0	0	0	0.9795	0	0	0	0
kdgK	11.037	9.7703	9.768	13.484	7.3137	8.2173	10.23	9.8321	10.932	10.128	8.4529	9.4247	7.1907	6.6451	7.9522	8.8271	10.382	9.5015	9.6493	10.49	9.1081	8.6531	8.4331	8.1207	15.895	12.584	10.672	9.3828	8.5713	10.921	8.9879	8.8545	8.7396	8.373	10.913	9.7882	6.1504	7.1964	7.5251	9.9691	8.663	8.7454	9.9321	9.8542	10.552	9.4098	11.735	7.038	16.252	15.761	12.045	11.875	11.438	9.133	12.618	12.866	9.6724	10.895	12.28	12.469	10.721	11.597	11.431	11.258	9.7882	8.0043	11.135	11.754	9.6338	10.984	9.7906	8.8592
