# Program:featureCounts v1.5.0-p3; Command:"/users/joonhoonkim/bin/anaconda/bin/featureCounts" "-T" "24" "--primary" "-s" "1" "-t" "exon" "-g" "gene_id" "-a" "NC_017638_pBbA5c_pTrc99A.gtf" "-o" "RNA_Seq_counts_s1.txt" "mapped/bwa_all/3A-0-1.bam" "mapped/bwa_all/3A-0-2.bam" "mapped/bwa_all/3A-1-1.bam" "mapped/bwa_all/3A-12-1.bam" "mapped/bwa_all/3A-12-2.bam" "mapped/bwa_all/3A-1-2.bam" "mapped/bwa_all/3Amk-0-1.bam" "mapped/bwa_all/3Amk-0-2.bam" "mapped/bwa_all/3Amk-12-1.bam" "mapped/bwa_all/3Amk-12-2.bam" "mapped/bwa_all/3Amk-1-2.bam" "mapped/bwa_all/3Amk-1-3.bam" "mapped/bwa_all/WT-0-1.bam" "mapped/bwa_all/WT-0-2.bam" "mapped/bwa_all/WT-1-1.bam" "mapped/bwa_all/WT-12-1.bam" "mapped/bwa_all/WT-12-3.bam" "mapped/bwa_all/WT-1-2.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped/bwa_all/3A-0-1.bam	mapped/bwa_all/3A-0-2.bam	mapped/bwa_all/3A-1-1.bam	mapped/bwa_all/3A-12-1.bam	mapped/bwa_all/3A-12-2.bam	mapped/bwa_all/3A-1-2.bam	mapped/bwa_all/3Amk-0-1.bam	mapped/bwa_all/3Amk-0-2.bam	mapped/bwa_all/3Amk-12-1.bam	mapped/bwa_all/3Amk-12-2.bam	mapped/bwa_all/3Amk-1-2.bam	mapped/bwa_all/3Amk-1-3.bam	mapped/bwa_all/WT-0-1.bam	mapped/bwa_all/WT-0-2.bam	mapped/bwa_all/WT-1-1.bam	mapped/bwa_all/WT-12-1.bam	mapped/bwa_all/WT-12-3.bam	mapped/bwa_all/WT-1-2.bam
ihfB	NC_017638.1	952820	953104	+	285	1114	917	195	404	343	221	873	828	142	148	281	65	1095	1125	796	68	122	245
ycaI	NC_017638.1	953312	955576	+	2265	61	82	77	26	18	98	110	92	46	20	76	46	47	58	124	11	11	62
msbA	NC_017638.1	955613	957361	+	1749	2936	2639	534	440	342	933	2775	2955	204	186	1000	358	2368	4479	1088	56	43	484
lpxK	NC_017638.1	957358	958344	+	987	278	202	69	36	25	40	231	211	71	18	99	32	252	299	80	1	3	82
ycaQ	NC_017638.1	958381	959613	+	1233	179	112	77	24	27	22	168	225	14	14	101	77	124	167	58	0	4	69
ycaR	NC_017638.1	959665	959847	+	183	302	266	832	138	152	583	284	195	126	79	282	205	237	257	481	104	117	677
kdsB	NC_017638.1	959844	960590	+	747	1445	1419	642	278	133	910	969	1103	252	166	1007	411	995	1509	1366	85	112	561
ycbJ	NC_017638.1	960744	961637	+	894	1285	1179	762	116	127	1316	602	544	57	43	568	297	1816	805	2169	18	38	1451
ycbC	NC_017638.1	961614	962393	-	780	5	6	0	5	4	0	18	2	32	8	0	0	13	15	20	0	1	0
smtA	NC_017638.1	962529	963314	+	786	264	191	89	36	30	55	181	157	34	4	67	52	275	266	156	6	2	47
mukF	NC_017638.1	963311	964633	+	1323	912	778	292	50	56	376	672	694	116	47	340	189	972	1293	389	0	0	253
mukE	NC_017638.1	964641	965318	+	678	331	340	101	45	44	187	307	255	60	35	185	99	464	517	381	0	14	164
mukB	NC_017638.1	965318	969778	+	4461	4506	3839	1689	440	280	2861	2856	2408	442	280	1749	859	5854	6554	5649	49	63	2414
ycbB	NC_017638.1	970039	971886	+	1848	1195	1087	1528	1232	994	2106	725	762	814	600	1867	779	1071	877	4905	150	221	3081
ycbK	NC_017638.1	972067	972615	+	549	720	517	264	191	169	379	735	619	246	182	396	229	807	850	596	44	48	370
ycbL	NC_017638.1	972642	973289	+	648	2072	1460	414	346	312	625	1499	1511	366	200	410	409	2218	2460	915	52	131	658
aspC	NC_017638.1	973511	974701	-	1191	7378	5537	1906	451	298	4163	5051	4446	1428	1558	2741	1295	6543	3947	4897	76	141	3027
ompF	NC_017638.1	974886	975974	-	1089	52476	43305	12640	134	115	25279	38772	36592	746	379	12555	4962	33946	37093	10040	52	96	4315
asnS	NC_017638.1	976577	977977	-	1401	4069	3193	1673	466	361	2909	3270	3480	737	373	994	516	4536	7004	3015	113	135	1245
pncB	NC_017638.1	978146	979348	-	1203	1122	644	136	32	56	181	942	750	75	106	144	77	848	957	318	16	60	122
pepN	NC_017638.1	979614	982226	+	2613	5008	4881	3647	1588	1357	7550	4011	4249	788	258	3704	1825	5895	5516	6917	205	265	3685
ssuB	NC_017638.1	982269	983036	-	768	22	16	10	3	11	42	12	19	5	12	26	12	22	13	29	0	0	30
ssuC	NC_017638.1	983033	983824	-	792	5	20	0	0	7	1	5	0	3	0	0	0	4	3	10	0	8	0
ssuD	NC_017638.1	983835	984980	-	1146	6	0	0	13	0	24	0	5	0	2	0	16	0	0	5	0	0	3
ssuA	NC_017638.1	984977	985936	-	960	0	10	9	5	0	55	0	0	9	11	0	0	4	0	12	0	0	0
ssuE	NC_017638.1	985929	986504	-	576	2	0	3	0	0	12	0	0	1	0	0	0	0	1	0	0	0	0
ycbQ	NC_017638.1	986860	987399	+	540	48	16	17	8	12	20	17	3	0	3	1	10	30	29	34	0	0	1
ycbR	NC_017638.1	987482	988183	+	702	10	8	0	0	0	0	5	0	0	9	12	0	0	0	0	0	5	0
ycbS	NC_017638.1	988208	990808	+	2601	51	56	21	25	15	17	34	7	0	8	34	18	18	32	11	2	0	16
ycbT	NC_017638.1	990799	991869	+	1071	15	11	6	13	7	0	17	0	10	0	0	14	0	6	28	0	0	18
ycbU	NC_017638.1	991881	992423	+	543	30	20	10	9	0	12	33	2	7	0	17	13	7	15	8	0	0	1
ycbV	NC_017638.1	992431	992946	+	516	24	7	20	14	6	25	20	37	16	3	56	18	28	10	35	0	5	17
ycbF	NC_017638.1	992969	993649	+	681	31	25	35	0	3	27	30	6	2	1	56	34	0	15	33	0	4	13
pyrD	NC_017638.1	993760	994770	+	1011	60	40	73	0	0	67	117	125	216	189	86	15	50	178	109	1	5	54
ycbW	NC_017638.1	994944	995486	+	543	80	65	2	9	2	36	100	132	3	37	27	9	41	49	44	0	0	0
ycbX	NC_017638.1	995483	996592	-	1110	396	290	44	67	85	140	178	273	12	12	15	53	262	365	188	7	20	90
rlmL	NC_017638.1	996836	998944	+	2109	1573	1277	326	124	95	475	1221	1252	110	102	417	287	1554	1541	364	26	14	254
uup	NC_017638.1	998956	1000863	+	1908	1107	941	223	197	145	354	849	831	125	57	407	131	1105	1316	554	55	88	308
pqiA	NC_017638.1	1000993	1002246	+	1254	338	307	248	247	262	275	286	315	162	111	229	180	176	239	490	73	55	400
pqiB	NC_017638.1	1002251	1003891	+	1641	253	227	132	206	189	157	312	261	74	81	264	107	273	268	405	39	19	189
ymbA	NC_017638.1	1003888	1004451	+	564	65	35	18	30	26	11	43	11	11	20	57	13	20	58	69	9	17	65
rmf	NC_017638.1	1004707	1004874	+	168	87	118	123	1074	1100	81	76	86	433	148	53	47	78	53	378	1569	1699	198
fabA	NC_017638.1	1004944	1005570	-	627	3464	1996	192	204	232	261	1888	1584	186	201	258	180	3932	9970	758	45	66	367
ycbZ	NC_017638.1	1005531	1007291	-	1761	3737	3182	2112	1584	1596	2333	3713	3942	1431	751	2033	1406	3979	5629	3396	468	566	2838
ycbG	NC_017638.1	1007477	1007929	+	453	212	127	353	122	80	417	155	191	43	33	105	126	152	118	487	7	30	267
ompA	NC_017638.1	1008005	1009045	-	1041	94415	63762	26802	10577	7344	59740	55237	52858	9340	9506	41179	19014	50828	59674	129957	1675	3807	49798
sulA	NC_017638.1	1009402	1009917	-	516	165	101	203	325	318	347	79	60	174	164	274	169	131	121	706	152	152	690
sxy	NC_017638.1	1010130	1010759	+	630	152	106	14	17	0	129	107	96	31	35	93	91	84	80	193	19	25	43
yccS	NC_017638.1	1010722	1012884	-	2163	269	273	100	66	120	181	253	251	57	61	105	85	271	401	156	12	15	107
yccF	NC_017638.1	1012894	1013340	-	447	256	160	57	40	27	111	158	180	71	63	90	12	200	242	105	1	2	39
helD	NC_017638.1	1013463	1015517	+	2055	1172	1040	1059	683	628	2279	803	627	276	169	1108	501	901	1092	2414	48	18	1821
mgsA	NC_017638.1	1015549	1016016	-	468	9090	8315	5682	1322	1548	7815	9493	10440	689	508	2101	1454	12549	12145	4669	78	144	5753
yccU	NC_017638.1	1018274	1018687	+	414	385	298	273	134	128	305	296	223	163	70	237	168	357	356	713	19	64	691
hspQ	NC_017638.1	1018732	1019049	-	318	1973	960	1940	1853	1568	2811	980	848	966	293	1709	1012	1477	2010	4068	1302	2265	2667
yccW	NC_017638.1	1019107	1020297	-	1191	737	636	204	241	295	303	810	785	130	106	295	156	776	1261	447	57	49	301
yccX	NC_017638.1	1020392	1020670	+	279	59	44	20	46	19	79	46	23	18	13	42	14	37	41	137	0	1	90
yccK	NC_017638.1	1020667	1020996	-	330	74	86	16	14	1	43	82	75	18	10	6	13	119	174	72	13	5	48
yccA	NC_017638.1	1021087	1021746	-	660	9855	7071	2309	3959	4254	3192	6461	6649	1354	1054	2396	1166	9879	9773	5024	173	207	3071
hyaA	NC_017638.1	1022467	1023585	+	1119	114	49	5	40	23	40	108	105	15	2	87	9	77	135	185	213	181	125
hyaB	NC_017638.1	1023582	1025375	+	1794	59	53	19	42	20	14	63	87	0	1	22	14	113	133	57	177	239	44
hyaC	NC_017638.1	1025394	1026101	+	708	70	84	1	41	23	8	47	63	0	0	23	7	104	78	36	75	220	52
hyaD	NC_017638.1	1026098	1026685	+	588	84	149	45	7	38	16	61	78	5	5	54	4	238	237	98	208	498	33
hyaE	NC_017638.1	1026682	1027080	+	399	67	64	3	31	34	4	73	81	35	6	57	10	187	196	97	257	455	48
hyaF	NC_017638.1	1027077	1027934	+	858	22	32	0	21	9	3	52	40	9	0	7	0	46	91	22	90	151	6
appC	NC_017638.1	1028068	1029612	+	1545	323	250	29	208	149	93	463	682	48	54	504	192	1052	1064	561	618	1191	409
appB	NC_017638.1	1029624	1030760	+	1137	150	96	55	82	41	67	274	363	47	8	312	192	461	411	573	673	907	302
appA	NC_017638.1	1030945	1032243	+	1299	87	77	31	70	69	29	99	154	65	39	182	51	154	127	293	390	613	121
etk	NC_017638.1	1032358	1034538	-	2181	128	129	76	148	64	85	85	35	55	21	92	61	85	122	122	22	34	53
etp	NC_017638.1	1034558	1035004	-	447	2	4	0	35	18	2	0	0	0	4	11	0	4	9	14	0	6	1
yccZ	NC_017638.1	1034992	1036131	-	1140	42	0	5	112	81	42	27	28	28	10	81	0	22	19	23	0	0	31
gfcD	NC_017638.1	1036177	1038273	-	2097	18	16	1	7	8	20	9	16	34	1	0	13	12	14	13	0	11	11
gfcC	NC_017638.1	1038273	1039019	-	747	17	42	0	7	0	18	15	13	0	0	8	6	20	22	2	0	1	0
gfcB	NC_017638.1	1039016	1039660	-	645	12	28	6	8	18	2	10	1	19	4	0	1	0	5	0	11	0	0
ymcD	NC_017638.1	1039767	1040072	-	306	27	24	5	9	0	10	49	47	11	5	67	52	4	9	1	5	7	0
cspH	NC_017638.1	1041291	1041503	-	213	28	17	26	0	0	0	21	24	0	0	1	1	0	7	0	0	0	0
cspG	NC_017638.1	1041789	1042001	+	213	349	264	72	13	0	80	247	146	31	32	70	39	64	169	45	0	1	19
ymcE	NC_017638.1	1042175	1042405	+	231	49	50	20	0	0	6	11	4	0	6	0	26	21	14	5	0	0	22
gnsA	NC_017638.1	1042395	1042568	+	174	198	184	38	33	13	24	77	73	1	11	20	10	126	101	73	0	0	26
yccM	NC_017638.1	1042617	1043690	-	1074	230	180	120	50	1	226	175	206	22	13	107	82	197	298	130	10	1	75
torS	NC_017638.1	1043762	1046476	-	2715	218	190	53	99	113	56	157	154	26	17	122	55	164	185	134	0	2	40
torT	NC_017638.1	1046589	1047617	+	1029	8	27	4	3	0	16	29	24	0	10	5	1	46	21	33	5	0	34
torR	NC_017638.1	1047590	1048282	-	693	82	78	40	22	5	109	68	55	30	14	87	72	127	68	104	12	3	29
torC	NC_017638.1	1048412	1049584	+	1173	4	14	0	14	0	0	0	0	1	2	10	7	1	13	12	0	5	0
torA	NC_017638.1	1049584	1052130	+	2547	31	13	14	7	23	21	35	53	0	7	32	0	20	28	25	1	13	16
torD	NC_017638.1	1052127	1052726	+	600	28	29	1	17	0	2	33	23	12	1	35	8	5	19	38	11	1	5
cbpM	NC_017638.1	1052878	1053183	-	306	390	248	637	715	664	866	314	313	1858	896	1438	918	403	359	2838	157	277	3125
cbpA	NC_017638.1	1053183	1054076	-	894	541	568	322	453	335	718	474	415	268	203	1191	449	394	247	3170	46	81	1483
yccE	NC_017638.1	1054364	1055620	+	1257	49	17	5	3	0	7	55	53	9	10	68	25	22	35	12	1	5	0
agp	NC_017638.1	1055913	1057154	+	1242	1458	1065	118	38	19	231	830	867	64	13	182	75	1217	1577	568	4	15	201
yccJ	NC_017638.1	1057192	1057419	-	228	574	453	266	781	664	321	305	451	111	80	409	212	116	186	1938	39	69	858
wrbA	NC_017638.1	1057440	1058036	-	597	572	556	475	546	701	821	455	496	214	101	762	335	282	285	2463	84	167	1369
ymdF	NC_017638.1	1058409	1058582	+	174	6	2	1	0	0	0	0	3	0	8	0	0	1	1	11	236	201	0
rutG	NC_017638.1	1058839	1060167	-	1329	49	50	1	39	35	38	36	31	4	35	30	48	12	30	64	15	61	47
rutF	NC_017638.1	1060188	1060682	-	495	0	0	0	0	9	0	0	0	6	0	0	0	9	0	11	4	9	0
rutE	NC_017638.1	1060693	1061283	-	591	5	1	15	16	6	0	6	1	0	1	21	2	0	1	22	28	103	6
rutD	NC_017638.1	1061293	1062093	-	801	14	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	42	17
rutC	NC_017638.1	1062101	1062487	-	387	1	5	0	0	0	0	0	0	0	8	3	0	0	0	0	37	20	0
rutB	NC_017638.1	1062499	1063191	-	693	0	0	7	0	0	0	0	1	0	0	2	0	0	2	9	7	56	0
rutA	NC_017638.1	1063191	1064285	-	1095	0	0	0	4	0	0	0	0	4	0	0	0	1	0	1	35	103	1
ycdC	NC_017638.1	1064570	1065208	+	639	61	31	3	4	23	28	33	36	18	8	2	15	38	42	45	0	0	29
putA	NC_017638.1	1065248	1069210	-	3963	71	53	531	515	454	678	40	34	35	17	150	54	25	17	1719	1	3	891
ECDH1ME8569_0969	NC_017638.1	1069322	1069474	+	153	0	0	19	18	0	2	0	4	8	10	17	1	3	2	8	0	0	11
putP	NC_017638.1	1069633	1071141	+	1509	287	166	518	96	94	682	173	294	24	36	162	99	191	263	609	9	8	458
ycdN	NC_017638.1	1071684	1072513	+	830	59	40	7	22	0	15	25	44	75	58	49	13	8	15	37	8	11	25
efeO	NC_017638.1	1072571	1073698	+	1128	65	26	0	30	23	3	46	20	40	15	51	16	13	33	65	0	13	37
efeB	NC_017638.1	1073704	1074975	+	1272	27	7	19	0	13	32	33	4	29	10	50	21	8	12	64	0	0	1
phoH	NC_017638.1	1075320	1076384	+	1065	36	33	184	31835	22092	327	17	21	1963	1379	1001	510	15	27	5222	118	275	1387
pgaD	NC_017638.1	1076434	1076847	-	414	6	6	1	22	20	2	3	0	22	13	0	0	0	5	4	1	0	20
ycdQ	NC_017638.1	1076849	1078174	-	1326	24	13	0	49	17	0	10	4	0	12	4	13	0	15	6	0	12	3
pgaB	NC_017638.1	1078167	1080185	-	2019	7	18	0	2	0	0	6	5	0	1	6	0	6	5	9	0	0	0
ymdA	NC_017638.1	1082807	1083118	+	312	29	13	18	9	35	16	30	49	19	2	42	21	13	23	39	0	6	17
ymdB	NC_017638.1	1083213	1083746	+	534	79	66	51	137	109	155	70	34	30	19	108	54	58	22	289	32	69	222
ymdC	NC_017638.1	1083748	1085169	+	1422	261	220	149	477	392	276	184	193	113	78	425	205	151	117	473	65	59	154
mdoC	NC_017638.1	1085177	1086334	-	1158	64	83	3	2	0	8	53	83	5	22	24	16	50	142	31	0	0	28
mdoG	NC_017638.1	1086710	1088263	+	1554	2125	1964	549	642	435	887	1580	1676	268	202	808	401	2624	2954	1458	91	63	635
mdoH	NC_017638.1	1088286	1090799	+	2514	2081	2027	824	669	537	1263	1500	1559	271	219	904	467	2385	3237	1653	28	72	813
yceK	NC_017638.1	1090972	1091199	+	228	20	18	0	0	0	7	14	1	9	3	10	0	19	4	32	0	0	40
msyB	NC_017638.1	1091200	1091574	-	375	351	280	126	482	424	319	228	272	143	113	744	405	146	282	2021	96	83	800
mdtG	NC_017638.1	1091657	1092883	-	1227	272	238	152	41	61	161	159	128	157	191	570	376	164	229	310	82	89	283
lpxL	NC_017638.1	1093055	1093975	-	921	382	295	297	41	67	321	163	271	96	62	138	157	436	350	510	55	32	615
yceA	NC_017638.1	1094200	1095252	+	1053	194	125	100	125	143	138	106	164	101	65	193	174	78	82	88	14	5	96
yceI	NC_017638.1	1095294	1095869	-	576	23	24	1	16	29	17	8	49	16	5	20	0	10	20	73	0	1	54
yceJ	NC_017638.1	1095873	1096439	-	567	59	15	43	28	52	18	34	17	62	38	51	23	44	29	115	0	1	122
yceO	NC_017638.1	1096700	1096840	-	141	16	21	11	0	0	0	22	4	0	0	9	15	15	30	15	0	0	15
solA	NC_017638.1	1096861	1097979	-	1119	255	168	42	73	51	34	130	88	8	22	41	20	193	253	89	25	18	41
yceP	NC_017638.1	1098094	1098348	-	255	240	302	132	59	51	152	248	264	135	53	218	134	179	207	312	89	77	319
dinI	NC_017638.1	1098635	1098880	-	246	10	0	0	0	0	0	2	2	8	10	0	0	1	3	2	0	0	1
pyrC	NC_017638.1	1098954	1100000	-	1047	637	341	96	42	72	125	584	530	1429	521	400	223	392	737	622	5	5	303
yceB	NC_017638.1	1100106	1100666	-	561	633	492	479	152	115	811	417	386	350	180	692	254	326	330	1127	56	48	962
grxB	NC_017638.1	1100800	1101447	-	648	1533	1000	770	1357	1380	1662	873	862	1480	574	1629	1048	951	1129	3994	305	302	2889
mdtH	NC_017638.1	1101511	1102719	-	1209	120	135	129	71	42	124	98	76	18	23	82	46	42	70	75	12	50	112
rimJ	NC_017638.1	1102955	1103539	+	585	332	277	358	88	89	565	194	189	40	36	192	35	301	216	815	17	17	575
yceH	NC_017638.1	1103550	1104197	+	648	941	672	585	194	168	1452	442	526	49	20	267	299	757	784	1667	29	68	876
yceM	NC_017638.1	1104199	1105122	+	924	409	195	173	96	23	458	159	116	57	28	223	69	351	251	705	15	0	300
mviN	NC_017638.1	1105232	1106767	+	1536	225	197	113	31	14	113	154	178	77	36	79	59	228	312	145	1	12	137
flgN	NC_017638.1	1106807	1107223	-	417	78	89	7	8	0	7	115	65	15	0	44	10	71	132	102	0	3	13
flgM	NC_017638.1	1107228	1107521	-	294	243	92	48	26	10	86	305	295	17	13	80	86	163	212	109	15	5	114
flgA	NC_017638.1	1107597	1108256	-	660	35	17	0	2	0	0	15	13	0	1	0	2	63	38	4	0	0	1
flgB	NC_017638.1	1108411	1108827	+	417	75	79	0	0	0	0	140	235	1	0	22	1	126	158	47	2	0	35
flgC	NC_017638.1	1108831	1109235	+	405	43	30	1	1	0	0	90	38	0	1	0	0	146	172	0	0	0	11
flgD	NC_017638.1	1109247	1109942	+	696	133	88	16	3	0	0	330	357	5	1	8	11	425	472	84	1	12	91
flgE	NC_017638.1	1109967	1111175	+	1209	637	387	2	8	6	14	1044	1058	8	16	42	47	679	1252	174	1	9	183
flgF	NC_017638.1	1111195	1111950	+	756	45	30	0	0	0	0	54	74	0	4	0	0	121	92	8	0	0	0
flgG	NC_017638.1	1112122	1112904	+	783	141	72	4	1	12	0	239	157	0	8	11	13	289	250	75	0	0	64
flgH	NC_017638.1	1112957	1113655	+	699	118	69	1	10	0	5	211	157	9	2	1	13	236	482	27	0	0	41
flgI	NC_017638.1	1113667	1114764	+	1098	90	50	8	0	1	0	85	90	0	0	16	0	102	160	69	0	6	5
flgJ	NC_017638.1	1114764	1115705	+	942	26	48	3	11	0	0	96	78	10	6	32	5	73	105	2	0	2	21
flgK	NC_017638.1	1115771	1117414	+	1644	98	69	13	25	22	35	361	291	17	0	31	2	286	384	103	0	1	65
flgL	NC_017638.1	1117426	1118379	+	954	146	129	82	26	64	57	407	430	14	7	102	23	410	369	331	5	1	157
rne	NC_017638.1	1118575	1121760	-	3186	6338	4766	1502	716	542	2241	3503	3917	548	459	3856	1823	4555	4533	2801	82	70	1272
yceQ	NC_017638.1	1121895	1122215	+	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rluC	NC_017638.1	1122333	1123292	+	960	173	172	0	0	0	29	193	155	10	19	23	44	151	299	67	0	0	32
yceF	NC_017638.1	1123404	1124027	-	624	146	149	103	198	140	142	153	74	86	89	105	113	82	91	320	8	27	162
yceD	NC_017638.1	1124187	1124708	+	522	15809	12738	2270	795	553	3575	11231	11516	1193	522	4278	1829	10210	16147	6985	107	153	3490
rpmF	NC_017638.1	1124760	1124933	+	174	1630	1288	326	118	116	524	1101	1086	263	117	379	257	1357	1272	576	19	12	469
plsX	NC_017638.1	1125014	1126084	+	1071	3149	2816	985	505	322	1235	2733	2754	660	209	1441	664	2991	3991	2099	76	65	999
fabH	NC_017638.1	1126152	1127105	+	954	3216	2159	751	321	327	1300	2385	2618	468	258	1403	595	3228	4290	1535	25	34	1081
fabD	NC_017638.1	1127121	1128050	+	930	4531	3749	986	492	396	1416	3008	3394	501	224	2495	644	7403	6133	3514	16	91	1476
fabG	NC_017638.1	1128063	1128797	+	735	6694	4513	2382	693	565	3113	4530	4379	1038	338	2458	1805	5765	6491	4936	51	95	2815
acpP	NC_017638.1	1129008	1129244	+	237	36064	24166	12583	4089	4527	19912	23093	23265	6117	2760	14469	9057	28963	43090	22590	454	561	15433
fabF	NC_017638.1	1129332	1130573	+	1242	26451	19611	5206	1634	1236	7894	16634	16443	1678	965	7792	3801	21164	20613	11615	168	186	4621
pabC	NC_017638.1	1130693	1131502	+	810	83	106	49	29	41	40	98	56	0	10	25	14	60	112	78	0	1	24
yceG	NC_017638.1	1131505	1132527	+	1023	170	126	65	59	52	91	101	192	22	45	78	24	125	112	75	9	22	74
tmk	NC_017638.1	1132517	1133158	+	642	91	79	28	18	6	27	76	109	18	15	57	28	55	69	95	0	3	19
holB	NC_017638.1	1133155	1134159	+	1005	408	367	170	80	63	178	264	242	89	63	239	29	243	476	452	9	29	151
ycfH	NC_017638.1	1134170	1134967	+	798	707	577	117	305	236	171	454	356	270	231	392	257	556	596	586	78	95	290
ptsG	NC_017638.1	1135262	1136695	+	1434	39467	29290	4561	2949	2470	8974	23927	22239	1286	571	5159	2457	51929	38198	9914	195	249	5080
fhuE	NC_017638.1	1136755	1138944	-	2190	39	21	12	5	14	60	7	54	25	50	31	84	22	15	95	10	0	17
hinT	NC_017638.1	1139278	1139637	+	360	3658	2640	1851	1080	899	3495	1744	1908	961	324	2118	813	3011	3638	8758	141	79	3509
ycfL	NC_017638.1	1139640	1140017	+	378	439	292	126	25	53	356	279	291	190	65	379	80	281	302	714	8	60	402
ycfM	NC_017638.1	1140031	1140672	+	642	299	201	104	47	59	283	200	179	106	78	111	99	257	155	630	13	12	338
thiK	NC_017638.1	1140653	1141477	+	825	183	184	63	10	23	69	183	168	56	15	125	48	185	182	167	0	10	66
nagZ	NC_017638.1	1141488	1142513	+	1026	1390	1009	588	189	249	747	835	933	131	135	640	197	1197	1160	960	32	24	543
ycfP	NC_017638.1	1142536	1143078	+	543	4473	3971	2944	2181	2652	5595	4241	4733	1360	853	2884	2124	3532	4834	4250	128	269	3066
ndh	NC_017638.1	1143478	1144782	+	1305	3010	2147	478	223	163	768	1468	1549	198	77	1113	478	1270	1259	434	22	40	444
ycfJ	NC_017638.1	1144992	1145531	+	540	128	65	10	11	19	8	109	184	11	6	145	13	17	8	18	25	19	14
ycfQ	NC_017638.1	1145593	1146225	-	633	153	87	152	41	87	328	86	103	170	133	505	473	40	111	176	12	30	134
bhsA	NC_017638.1	1146466	1146723	+	258	29	5	151	205	156	426	39	19	431	209	1712	965	14	15	204	530	602	125
ycfS	NC_017638.1	1146805	1147764	-	960	101	72	1	89	81	2	130	183	26	27	71	9	80	156	25	41	12	45
mfd	NC_017638.1	1147911	1151420	-	3510	1505	1424	799	346	253	946	1212	1297	553	364	1362	722	2188	2193	934	712	1177	685
ycfT	NC_017638.1	1151485	1152558	-	1074	1	15	0	0	0	0	13	0	8	0	0	14	8	2	21	0	0	0
lolC	NC_017638.1	1152820	1154019	+	1200	1025	843	168	154	122	159	754	535	134	69	203	111	974	1111	362	2	3	101
lolD	NC_017638.1	1154012	1154713	+	702	527	378	63	51	33	75	398	467	37	29	150	66	601	540	165	1	10	137
lolE	NC_017638.1	1154713	1155957	+	1245	597	543	150	151	143	359	616	623	162	120	251	131	533	868	505	10	16	274
ycfX	NC_017638.1	1155986	1156897	+	912	807	795	241	216	206	479	664	759	264	205	398	156	832	854	1127	29	29	566
cobB	NC_017638.1	1156913	1157752	+	840	714	536	43	165	89	283	462	489	102	36	161	101	665	788	721	2	4	278
ycfZ	NC_017638.1	1157872	1158660	-	789	5	0	11	0	0	0	2	14	4	0	1	11	6	5	0	0	0	0
ymfA	NC_017638.1	1158657	1159118	-	462	3	0	0	2	1	0	4	7	4	0	10	0	15	9	8	1	0	5
potD	NC_017638.1	1159176	1160222	-	1047	1305	898	428	519	421	793	779	746	143	49	604	77	1144	1099	2713	3	15	1132
potC	NC_017638.1	1160219	1161013	-	795	322	248	444	132	168	590	270	335	125	52	221	84	376	472	433	13	3	493
potB	NC_017638.1	1161010	1161867	-	858	410	671	209	170	111	446	882	867	130	76	568	339	707	1367	327	22	25	334
potA	NC_017638.1	1161851	1162987	-	1137	166	138	36	27	21	114	197	230	49	27	23	109	165	271	53	3	5	76
ycfD	NC_017638.1	1164511	1165632	-	1122	1995	1378	506	623	693	799	1123	1031	342	280	1148	512	1241	1141	1437	146	170	1058
phoQ	NC_017638.1	1165708	1167168	-	1461	773	641	416	94	72	697	574	497	171	171	989	313	477	558	1146	154	178	726
phoP	NC_017638.1	1167168	1167839	-	672	1199	1026	920	783	763	1398	697	745	231	168	1094	511	813	755	1663	190	190	1110
purB	NC_017638.1	1168008	1169378	-	1371	413	245	25	57	89	54	347	446	95	44	132	86	569	626	236	2	22	124
hflD	NC_017638.1	1169382	1170029	-	648	275	173	86	54	65	74	179	125	155	80	120	81	196	335	224	7	5	68
trmU	NC_017638.1	1170059	1171210	-	1152	1952	1538	268	98	151	263	1705	1592	145	152	757	436	1430	2334	545	43	67	269
nudJ	NC_017638.1	1171219	1171680	-	462	114	61	2	17	20	14	81	50	9	0	74	24	59	108	16	1	1	1
ymfC	NC_017638.1	1171690	1172343	-	654	196	203	19	21	26	15	161	205	20	19	138	43	133	250	72	0	2	40
icd	NC_017638.1;NC_017638.1	1172515;1190066	1173765;1190230	+;+	1416	18879	15165	13321	7865	6036	30663	8319	7923	2192	1196	37149	11607	10362	10340	59354	159	158	22185
ymfD	NC_017638.1	1174259	1174924	-	666	101	102	0	0	0	1	82	83	6	1	11	35	44	106	0	0	0	21
ymfE	NC_017638.1	1174925	1175620	-	696	190	96	24	0	0	26	94	107	7	6	3	2	58	90	11	0	10	0
lit	NC_017638.1	1176087	1176980	+	894	57	53	2	1	0	22	54	54	56	8	24	20	28	71	56	0	11	3
intE	NC_017638.1	1178488	1179459	-	972	18	11	0	0	0	0	1	11	0	9	51	11	6	7	14	0	0	0
xisE	NC_017638.1	1179440	1179685	-	246	11	0	16	0	0	13	11	10	0	2	0	1	4	5	0	0	0	0
ymfH	NC_017638.1	1179722	1180033	-	312	1	0	1	6	0	8	0	9	0	0	0	0	3	0	2	0	3	9
ymfI	NC_017638.1	1180150	1180491	+	342	944	573	1551	521	538	2094	514	381	489	438	762	616	663	578	2497	31	82	3144
